chr1,52087514,52089443,+
chr1,52088624,52089772,+
chr1,52370457,52372436,-
chr1,52418214,52420836,+
chr1,52684448,52687524,-
chr1,52893817,52894572,+
chr1,55064341,55067954,+
chr1,58056059,58056492,-
chr1,58781319,58781720,-
chr1,58781493,58784047,-
chr1,62162319,62163504,+
chr1,62211690,62212328,+
chr1,62229753,62235047,+
chr1,62452993,62454455,+
chr1,63322566,63325128,+
chr1,63773278,63775115,-
chr1,65054975,65058508,-
chr1,67396100,67400628,+
chr1,67403197,67406497,-
chr1,67408268,67409110,-
chr1,75786702,75794833,+
chr1,77875831,77879540,+
chr1,77944054,77950491,-
chr1,85152486,85153796,-
chr1,85174308,85176821,-
chr1,86744660,86748184,+
chr1,93266244,93269490,+
chr1,93885198,93887354,-
chr1,96678805,96679620,-
chr1,101786260,101787366,-
chr1,107056673,107059294,+
chr1,107505146,107505632,+
chr1,108699429,108701803,+
chr1,108927360,108931617,-
chr1,108992257,108992876,+
chr1,109593341,109594354,+
chr1,109593811,109595097,+
chr1,110339465,110347205,+
chr1,111765830,111767557,+
chr1,114032392,114034511,+
chr1,114156378,114159041,+
chr1,115836376,115838674,-
chr1,117525537,117528872,+
chr1,119327398,119335331,+
chr1,120155203,120156612,-
chr1,120954839,120955478,+
chr1,145921555,145925588,-
chr1,148012913,148014956,-
chr1,148458962,148460553,+
chr1,148865458,148868150,-
chr1,149173821,149176910,-
chr1,149555015,149556256,+
chr1,149831748,149832517,-
chr1,149844497,149850937,-
chr1,149886917,149887411,+
chr1,150621245,150622278,-
chr1,151131684,151133250,-
chr1,151837817,151838922,-
chr1,153640188,153645031,+
chr1,153995609,153995985,+
chr1,154155307,154156993,-
chr1,154957023,154960336,-
chr1,154961554,154962623,+
chr1,155182769,155184969,+
chr1,155335267,155336924,-
chr1,155738616,155738971,+
chr1,155882921,155885199,+
chr1,156072012,156077100,-
chr1,156591761,156594129,+
chr1,160276866,160279648,-
chr1,161363268,161368299,+
chr1,161367523,161370070,+
chr1,161755206,161757238,+
chr1,161961485,161964070,+
chr1,165726794,165727677,-
chr1,165727010,165728125,-
chr1,165907920,165911618,+
chr1,167419817,167427340,+
chr1,168055349,168056411,-
chr1,171700159,171703360,-
chr1,173499762,173500299,+
chr1,173820591,173823056,-
chr1,173864143,173867983,-
chr1,175009918,175010791,+
chr1,178476812,178478857,+
chr1,179862440,179865512,-
chr1,180884866,180888624,+
chr1,180973038,180974107,-
chr1,181088699,181090838,+
chr1,184617518,184629019,+
chr1,185948320,185951286,-
chr1,193088155,193091777,+
chr1,193252752,193253901,+
chr1,193252857,193254815,+
chr1,197153679,197158746,-
chr1,201823986,201826969,+
chr1,202471803,202472139,-
chr1,202725313,202726386,-
chr1,202878956,202880932,-
chr1,204555371,204558119,+
chr1,205142504,205145642,-
chr1,205607942,205615049,-
chr1,206461644,206464436,+
chr1,210162120,210170829,+
chr1,211312095,211316385,+
chr1,211416415,211418462,+
chr1,211432120,211435333,+
chr1,211744989,211749051,-
chr1,211941347,211941783,-
chr1,214664059,214664577,+
chr1,215410165,215415348,-
chr1,220057727,220058171,-
chr1,223012985,223017443,-
chr1,223016847,223026709,-
chr1,223024437,223029793,-
chr1,223951393,223952569,-
chr1,224385145,224388981,-
chr1,224385390,224389172,-
chr1,225486828,225490572,-
chr1,225492835,225494594,-
chr1,226067819,226072001,+
chr1,226309221,226310109,+
chr1,227783467,227784346,+
chr1,228456978,228458624,-
chr1,229305299,229308225,+
chr1,230606399,230609050,+
chr1,232120725,232123903,+
chr1,235547684,235551504,-
chr1,240092277,240094134,+
chr1,244056144,244057476,+
chr1,247098100,247099687,-
chr1,247187280,247190230,-
chr1,247297411,247298340,-
chr1,247298181,247304552,-
chr1,247332053,247334578,+
chr1,14403,24894,-
chr1,184916,195411,-
chr1,184916,195411,-
chr1,944202,959083,-
chr1,944204,959256,-
chr1,944204,959083,-
chr1,944204,959256,-
chr1,960583,965719,+
chr1,1013496,1014540,+
chr1,1020122,1056118,+
chr1,1059686,1066351,+
chr1,1083319,1092077,-
chr1,1216931,1231968,-
chr1,1254984,1273855,-
chr1,1253911,1273855,-
chr1,1253913,1273855,-
chr1,1308596,1311677,+
chr1,1308596,1311677,+
chr1,1311597,1324671,-
chr1,1311597,1324671,-
chr1,1318678,1324671,-
chr1,1324801,1328896,+
chr1,1335277,1349418,-
chr1,1335277,1349418,-
chr1,1335277,1349418,-
chr1,1352691,1355133,-
chr1,1373735,1375207,-
chr1,1373731,1375207,-
chr1,1373731,1375207,-
chr1,1386707,1399325,-
chr1,1386501,1399325,-
chr1,1386712,1399325,-
chr1,1399551,1402043,+
chr1,1401912,1407290,-
chr1,1401908,1407290,-
chr1,1418419,1420250,-
chr1,1435689,1440765,+
chr1,1435689,1440765,+
chr1,1471783,1496202,+
chr1,1512174,1534685,+
chr1,1534777,1540624,-
chr1,1541672,1574863,-
chr1,1615913,1630605,+
chr1,1632172,1635263,+
chr1,1635224,1658972,-
chr1,1635586,1658972,-
chr1,1635586,1658972,-
chr1,1635586,1724546,-
chr1,1661477,1692578,-
chr1,1703087,1724324,-
chr1,1724837,1745776,-
chr1,1751231,1780069,-
chr1,1752470,1778420,-
chr1,1786748,1891117,-
chr1,1785285,1891117,-
chr1,1785285,1891117,-
chr1,1785285,1891117,-
chr1,2050410,2185390,+
chr1,2184477,2194108,-
chr1,2189547,2194751,-
chr1,2189547,2194751,-
chr1,2189547,2194751,-
chr1,2192444,2194751,-
chr1,2228043,2310213,+
chr1,2228043,2310213,+
chr1,2391856,2403216,+
chr1,2404837,2412535,-
chr1,2404837,2413797,-
chr1,2404837,2412535,-
chr1,3454664,3481113,+
chr1,3487950,3496717,-
chr1,3625049,3630127,+
chr1,3630769,3650103,-
chr1,3737142,3747373,-
chr1,3737142,3747373,-
chr1,3780226,3796498,-
chr1,3814789,3857211,-
chr1,3889132,3900247,-
chr1,5862810,5992424,-
chr1,6186614,6199595,-
chr1,6186614,6200842,-
chr1,6223490,6235972,-
chr1,6221192,6235972,-
chr1,6223490,6235972,-
chr1,6236239,6239444,+
chr1,6244178,6246564,+
chr1,6247352,6261098,-
chr1,6264271,6393361,-
chr1,6448042,6460944,+
chr1,6448042,6460944,+
chr1,6448636,6458014,+
chr1,6461150,6463926,-
chr1,6467121,6471056,-
chr1,6521346,6554513,-
chr1,6580000,6589280,+
chr1,6590723,6602869,-
chr1,6613761,6624030,+
chr1,6627503,6633562,+
chr1,6634169,6701802,-
chr1,6785479,6872019,+
chr1,6785463,6888201,+
chr1,6785479,6888201,+
chr1,7771295,7781432,+
chr1,7961691,7985282,+
chr1,7961710,7985282,+
chr1,7962766,7985282,+
chr1,8011726,8026296,-
chr1,8318113,8344165,+
chr1,8352403,8703378,-
chr1,8861001,8878692,-
chr1,8861001,8878692,-
chr1,8861001,8878692,-
chr1,8861001,8878692,-
chr1,9292893,9369532,+
chr1,9539464,9582768,+
chr1,9539464,9582768,+
chr1,9588785,9614877,+
chr1,9680844,9687573,-
chr1,9724274,9728917,+
chr1,9729026,9823965,-
chr1,9848275,9910336,-
chr1,9850108,9910336,-
chr1,9930252,9942768,-
chr1,9997065,10016020,+
chr1,10032957,10180604,+
chr1,10032957,10181239,+
chr1,10210569,10308597,+
chr1,10210569,10381603,+
chr1,10210569,10308597,+
chr1,10399072,10420145,+
chr1,10399072,10420145,+
chr1,10399072,10420145,+
chr1,10430434,10442808,+
chr1,10461242,10472479,-
chr1,10474981,10630758,+
chr1,10647212,10694650,-
chr1,11012343,11025492,+
chr1,11012669,11024043,+
chr1,11020993,11025492,+
chr1,11054588,11060018,-
chr1,11054588,11060018,-
chr1,11054588,11060018,-
chr1,11066617,11099854,-
chr1,11066617,11099854,-
chr1,11106534,11262551,-
chr1,11273197,11288434,+
chr1,11502867,11537551,+
chr1,11648386,11654429,-
chr1,11654909,11662289,+
chr1,11654880,11662289,+
chr1,11674479,11681118,-
chr1,11674479,11691593,-
chr1,11691709,11720936,+
chr1,11736146,11750769,+
chr1,11736146,11750769,+
chr1,11736152,11750769,+
chr1,11919590,11926403,-
chr1,11934742,11975537,+
chr1,11980445,12013514,+
chr1,11980258,12013514,+
chr1,11980445,12013514,+
chr1,11980445,12013514,+
chr1,12019497,12032045,+
chr1,12019497,12032045,+
chr1,12230066,12509430,+
chr1,12567909,12617524,-
chr1,12567909,12618210,-
chr1,13583832,13616387,+
chr1,13583832,13616387,+
chr1,13700197,13788079,+
chr1,15153909,15220478,+
chr1,15409887,15430339,+
chr1,15492269,15524215,-
chr1,15526847,15571733,+
chr1,15617457,15669044,+
chr1,15684319,15734769,+
chr1,15758783,15785526,+
chr1,15758783,15786589,+
chr1,15847706,15940456,+
chr1,15941870,15976101,-
chr1,16124336,16156052,-
chr1,16198102,16209504,-
chr1,16198104,16212652,-
chr1,16246839,16352480,-
chr1,16367234,16398145,+
chr1,16367234,16398145,+
chr1,16367246,16398145,+
chr1,16367246,16398145,+
chr1,16440757,16460078,+
chr1,16605405,16613534,-
chr1,16888546,16889450,-
chr1,16921930,16972964,+
chr1,16921930,16972964,+
chr1,16974501,16980620,-
chr1,16974501,16980620,-
chr1,16974501,16978314,-
chr1,16974501,16980620,-
chr1,16985957,17011928,-
chr1,16985957,16991858,-
chr1,16985957,17011928,-
chr1,16985957,17011928,-
chr1,16985957,17011928,-
chr1,16985957,17011928,-
chr1,17018751,17054007,-
chr1,17018721,17054007,-
chr1,17406759,17438561,-
chr1,17406759,17439677,-
chr1,17539697,17697869,+
chr1,17539697,17697869,+
chr1,18107797,18378483,+
chr1,18871429,18902555,-
chr1,18871429,18876462,-
chr1,18871429,18902555,-
chr1,18904279,18956676,-
chr1,19074509,19210266,-
chr1,19074517,19119679,-
chr1,19074517,19198930,-
chr1,19218944,19251509,-
chr1,19218147,19251509,-
chr1,19251834,19259013,+
chr1,19251834,19260128,+
chr1,19267102,19312103,-
chr1,19303964,19312103,-
chr1,19312181,19329284,+
chr1,19338774,19485513,-
chr1,19339136,19485513,-
chr1,19338774,19419737,-
chr1,19338774,19485220,-
chr1,19596990,19626630,+
chr1,19597038,19626630,+
chr1,19596990,19626630,+
chr1,19904912,19912945,+
chr1,20482390,20486210,-
chr1,20499447,20508151,-
chr1,20633457,20651316,+
chr1,20651776,20661369,-
chr1,20652185,20661369,-
chr1,20742678,20787307,-
chr1,20742678,20787307,-
chr1,20742678,20786640,-
chr1,20806478,21176884,-
chr1,21217249,21290463,-
chr1,21217249,21345504,-
chr1,21217249,21345504,-
chr1,21509396,21578410,+
chr1,21509427,21578410,+
chr1,21509396,21578410,+
chr1,21509396,21578410,+
chr1,21509427,21578410,+
chr1,21596220,21622568,-
chr1,21678902,21783149,-
chr1,21678902,21783149,-
chr1,21679198,21783149,-
chr1,21822243,21852103,-
chr1,22052716,22092946,+
chr1,22052706,22092946,+
chr1,22119971,22143097,-
chr1,22563488,22589621,+
chr1,22710838,22915325,+
chr1,23019467,23083689,+
chr1,23019467,23083689,+
chr1,23019467,23083689,+
chr1,23019467,23083689,+
chr1,23084029,23168817,-
chr1,23192959,23217502,-
chr1,23309785,23344295,-
chr1,23309785,23344295,-
chr1,23309785,23344295,-
chr1,23309785,23344295,-
chr1,23309785,23344295,-
chr1,23309785,23344295,-
chr1,23428562,23484192,-
chr1,23557933,23559501,-
chr1,23691741,23696418,+
chr1,23691741,23696418,+
chr1,23691741,23696418,+
chr1,23692608,23696418,+
chr1,23743470,23759902,+
chr1,23760518,23778283,-
chr1,23778417,23788232,+
chr1,23791202,23795539,+
chr1,23791970,23795539,+
chr1,23791970,23795539,+
chr1,23795598,23800752,-
chr1,23795598,23800752,-
chr1,23801884,23825427,-
chr1,23845076,23868290,-
chr1,23959827,23963462,+
chr1,23959827,23963462,+
chr1,23966444,23980356,-
chr1,23966444,23980356,-
chr1,23966444,23980356,-
chr1,23966444,23980356,-
chr1,23969082,23980356,-
chr1,23969082,23980356,-
chr1,23970811,23980356,-
chr1,24319356,24355312,+
chr1,24357004,24413782,-
chr1,24502896,24537019,+
chr1,24643287,24673281,+
chr1,24643287,24673281,+
chr1,24643271,24673281,+
chr1,24745446,24844267,+
chr1,25222685,25232486,-
chr1,25242254,25247446,-
chr1,25242254,25267885,-
chr1,25338333,25360967,+
chr1,25338333,25362361,+
chr1,25430896,25498802,+
chr1,25543605,25568886,+
chr1,25800230,25818221,+
chr1,25800192,25818221,+
chr1,25819954,25832942,+
chr1,25819954,25832942,+
chr1,25900567,25906417,-
chr1,25900567,25906417,-
chr1,25900567,25906153,-
chr1,25900567,25906019,-
chr1,25960769,25989601,-
chr1,26169941,26170873,+
chr1,26177511,26181566,+
chr1,26234199,26278808,+
chr1,26234199,26278808,+
chr1,26280085,26281522,+
chr1,26282304,26306620,-
chr1,26321864,26336383,-
chr1,26410816,26429719,+
chr1,26432354,26471294,+
chr1,26472516,26475970,+
chr1,26472516,26475970,+
chr1,26472439,26475970,+
chr1,26472439,26475970,+
chr1,26472439,26475970,+
chr1,26529774,26575025,+
chr1,26696403,26782104,+
chr1,26696031,26782104,+
chr1,26787977,26798394,+
chr1,26826959,26855717,+
chr1,26879375,26890260,-
chr1,26890487,26900467,-
chr1,26921742,26946397,+
chr1,26921742,26946397,+
chr1,26949561,26960468,-
chr1,26993691,27000656,+
chr1,26993691,27000288,+
chr1,27005019,27012850,-
chr1,27098815,27155125,-
chr1,27234631,27308619,+
chr1,27322253,27336400,+
chr1,27322253,27336400,+
chr1,27355183,27366616,-
chr1,27404229,27490167,-
chr1,27534272,27549649,-
chr1,27666063,27672178,-
chr1,27666065,27672178,-
chr1,27830821,27851528,+
chr1,27830821,27851528,+
chr1,27872571,27886673,+
chr1,27891537,27914513,-
chr1,27891523,27914746,-
chr1,27891537,27914513,-
chr1,27935028,27959152,+
chr1,27960030,27968093,+
chr1,27970346,28088597,-
chr1,28200558,28233020,-
chr1,28200558,28233020,-
chr1,28236153,28238100,+
chr1,28259517,28282491,+
chr1,28259517,28282491,+
chr1,28329039,28335965,+
chr1,28369743,28500364,+
chr1,28506055,28509633,+
chr1,28508126,28538989,+
chr1,28508126,28538989,+
chr1,28518265,28538989,+
chr1,28518265,28538989,+
chr1,28553106,28577764,+
chr1,28578540,28581857,-
chr1,28578540,28581857,-
chr1,28578540,28581857,-
chr1,28578540,28581857,-
chr1,28592513,28596270,+
chr1,28603095,28643063,-
chr1,28683563,28717017,+
chr1,28736620,28769775,+
chr1,28736769,28769775,+
chr1,28736949,28769775,+
chr1,28887123,29120041,+
chr1,28914573,29120041,+
chr1,28914573,29120041,+
chr1,28914573,29120041,+
chr1,28914573,29120041,+
chr1,28914573,29120041,+
chr1,29147742,29181880,-
chr1,29147742,29181880,-
chr1,29192872,29230924,-
chr1,29193816,29230924,-
chr1,29193816,29230924,-
chr1,29236521,29326800,+
chr1,29283435,29326800,+
chr1,30869465,30908758,-
chr1,30931505,31065704,-
chr1,30931505,31065704,-
chr1,30931505,31059577,-
chr1,30931505,31065704,-
chr1,30931505,31059577,-
chr1,30931505,31065704,-
chr1,31179744,31239887,-
chr1,31259673,31296782,-
chr1,31297035,31364936,+
chr1,31297035,31364936,+
chr1,31297035,31364936,+
chr1,31297035,31364936,+
chr1,31365712,31373073,-
chr1,31413212,31434677,+
chr1,31629865,31635472,-
chr1,31629865,31644876,-
chr1,31727116,31764340,-
chr1,31908652,31938358,-
chr1,31908652,31938186,-
chr1,32013867,32043877,+
chr1,32013867,32043877,+
chr1,32072958,32102866,+
chr1,32072958,32102866,+
chr1,32108057,32171439,+
chr1,32179674,32198285,+
chr1,32200632,32205387,+
chr1,32200632,32205387,+
chr1,32216196,32222347,-
chr1,32222417,32231604,+
chr1,32222439,32231604,+
chr1,32222439,32231604,+
chr1,32222439,32231604,+
chr1,32231659,32240247,-
chr1,32274131,32286165,+
chr1,32292134,32333635,+
chr1,32292134,32333635,+
chr1,32333838,32336233,-
chr1,32365112,32394141,-
chr1,32365273,32394425,-
chr1,32621829,32650565,-
chr1,32621829,32650565,-
chr1,32621829,32650565,-
chr1,32651233,32680653,+
chr1,32651207,32680653,+
chr1,32651911,32680653,+
chr1,32741829,32774970,+
chr1,32754018,32774970,+
chr1,32775238,32817369,-
chr1,32775236,32817369,-
chr1,32817574,32858875,+
chr1,32817574,32856185,+
chr1,32894593,32901389,-
chr1,32936448,32964809,-
chr1,32936448,32964809,-
chr1,33008891,33036840,-
chr1,33009919,33036840,-
chr1,33013043,33036840,-
chr1,33145398,33182059,-
chr1,33256134,33300719,+
chr1,33323625,33349884,-
chr1,34167055,34219131,+
chr1,34755046,34758512,+
chr1,34855049,34859755,-
chr1,34865435,34929650,-
chr1,34981534,34985313,-
chr1,34986982,35031690,-
chr1,35176379,35193145,-
chr1,35176379,35193145,-
chr1,35268708,35421942,+
chr1,35268708,35421942,+
chr1,35387077,35421942,+
chr1,35433491,35557375,-
chr1,35557798,35566779,+
chr1,35557830,35567274,+
chr1,35603137,35641526,-
chr1,35713876,35718884,-
chr1,35713876,35719362,-
chr1,35734252,35765328,-
chr1,35759390,35769978,-
chr1,35901471,35922272,+
chr1,36088891,36093932,+
chr1,36088891,36093932,+
chr1,36095423,36125222,-
chr1,36136580,36149486,-
chr1,36136571,36149486,-
chr1,36156174,36180840,+
chr1,36156174,36180840,+
chr1,36156174,36180840,+
chr1,36156174,36180840,+
chr1,36224442,36305357,+
chr1,36224442,36305357,+
chr1,36224966,36305357,+
chr1,36322029,36323645,-
chr1,36339623,36397878,-
chr1,36339627,36385924,-
chr1,36455773,36464384,-
chr1,36455771,36464384,-
chr1,36455773,36464384,-
chr1,37481529,37484377,+
chr1,37493310,37514756,-
chr1,37536536,37554248,-
chr1,37556997,37566857,+
chr1,37566815,37595935,-
chr1,37681569,37690513,-
chr1,37681569,37690513,-
chr1,37692515,37709713,+
chr1,37802944,37808208,-
chr1,37807789,37809452,+
chr1,37808306,37809452,+
chr1,37957955,37990022,-
chr1,37956974,37990022,-
chr1,37957937,37990022,-
chr1,37996769,38005514,-
chr1,38012733,38023801,+
chr1,38838197,38859772,-
chr1,38863498,38873348,-
chr1,38991287,39005891,+
chr1,38991287,39005891,+
chr1,39026349,39034615,+
chr1,39026349,39034615,+
chr1,39105179,39486821,+
chr1,39409091,39486987,+
chr1,39560815,39576790,-
chr1,39560815,39576790,-
chr1,39560815,39576790,-
chr1,39560815,39576790,-
chr1,39560815,39576790,-
chr1,39560815,39576790,-
chr1,39623434,39639643,-
chr1,39738878,39753716,+
chr1,39740163,39753716,+
chr1,39747506,39753716,+
chr1,39841050,39883491,-
chr1,39895427,39901917,-
chr1,39955111,39969956,+
chr1,39955111,39969956,+
chr1,40040779,40072649,+
chr1,40040779,40072649,+
chr1,40040752,40072649,+
chr1,40040752,40072649,+
chr1,40040779,40072649,+
chr1,40072718,40097242,-
chr1,40072711,40097242,-
chr1,40072711,40097242,-
chr1,40072718,40097242,-
chr1,40161386,40240682,+
chr1,40258238,40294180,+
chr1,40373726,40423322,+
chr1,40450106,40463718,+
chr1,40620679,40665682,-
chr1,40691647,40771107,+
chr1,40709356,40771603,+
chr1,40979717,41012565,+
chr1,40979704,41011779,+
chr1,40980107,41011779,+
chr1,41027199,41242154,-
chr1,41361445,41383590,+
chr1,42176547,42335215,-
chr1,42380794,42421838,+
chr1,42456560,42460414,+
chr1,42456560,42460414,+
chr1,42658435,42676043,+
chr1,42658435,42676758,+
chr1,42658435,42676758,+
chr1,42658435,42676758,+
chr1,42682439,42702349,+
chr1,42682439,42702349,+
chr1,42682439,42702349,+
chr1,42682986,42702349,+
chr1,42734994,42740236,-
chr1,42746374,42767022,-
chr1,42746374,42767022,-
chr1,42767288,42775527,+
chr1,42807051,42817252,-
chr1,42846625,42852477,+
chr1,42849290,42852477,+
chr1,42926155,42958859,-
chr1,42926155,42958859,-
chr1,43164345,43172268,-
chr1,43270689,43274002,+
chr1,43281876,43285581,-
chr1,43358980,43363203,+
chr1,43359165,43363203,+
chr1,43363400,43367999,-
chr1,43383916,43388433,-
chr1,43384725,43388433,-
chr1,43384725,43389784,-
chr1,43421172,43451157,+
chr1,43451157,43453989,-
chr1,43530882,43623666,+
chr1,43530882,43623666,+
chr1,43650148,43705518,+
chr1,43650535,43705518,+
chr1,43933800,43937240,+
chr1,43946949,43968022,+
chr1,43970022,43973369,+
chr1,43970022,43973369,+
chr1,43974486,43978295,+
chr1,43974970,43978295,+
chr1,43974970,43978295,+
chr1,43979236,43991168,+
chr1,43996482,44031588,-
chr1,44213454,44220673,+
chr1,44213483,44220673,+
chr1,44213454,44220673,+
chr1,44221069,44355257,-
chr1,44221069,44355257,-
chr1,44221069,44352921,-
chr1,44405193,44651723,+
chr1,44631974,44651723,+
chr1,44631974,44651723,+
chr1,44631974,44651723,+
chr1,44631974,44651723,+
chr1,44642807,44651723,+
chr1,44653246,44674443,-
chr1,44739836,44767767,+
chr1,44739836,44767767,+
chr1,44739836,44767767,+
chr1,44775572,44778739,+
chr1,44775572,44778739,+
chr1,44776032,44778739,+
chr1,44775572,44778739,+
chr1,44776032,44778739,+
chr1,44776032,44778739,+
chr1,44776032,44778739,+
chr1,44850775,44986587,-
chr1,45002547,45011324,-
chr1,45012267,45015575,+
chr1,45012906,45015575,+
chr1,45016398,45206374,-
chr1,45329241,45340011,-
chr1,45329241,45340399,-
chr1,45329241,45340399,-
chr1,45329241,45340399,-
chr1,45329241,45340399,-
chr1,45340174,45343973,+
chr1,45340174,45344094,+
chr1,45500340,45511317,+
chr1,45511050,45521938,-
chr1,45511050,45521938,-
chr1,45511050,45521938,-
chr1,45550845,45570049,+
chr1,45550853,45570049,+
chr1,45550825,45570049,+
chr1,45550845,45570049,+
chr1,45550853,45570049,+
chr1,45550845,45570049,+
chr1,45550853,45570049,+
chr1,45550965,45570049,+
chr1,45551066,45570049,+
chr1,45551066,45570049,+
chr1,45584057,45618244,+
chr1,45584057,45618244,+
chr1,45584057,45618244,+
chr1,45584057,45618244,+
chr1,45584057,45618244,+
chr1,45591218,45618893,+
chr1,45606479,45618893,+
chr1,45627487,45686533,-
chr1,45627484,45687146,-
chr1,45627303,45686533,-
chr1,45688195,45694436,+
chr1,45727601,45750650,-
chr1,45803611,46036122,+
chr1,46188682,46198434,-
chr1,46203333,46227762,+
chr1,46247714,46278473,+
chr1,46270048,46278473,+
chr1,46278402,46303263,-
chr1,46278400,46303263,-
chr1,46303708,46316776,+
chr1,46303697,46316776,+
chr1,46303708,46316776,+
chr1,46340158,46362190,+
chr1,46557406,46613829,-
chr1,46607718,46613829,-
chr1,46635040,46668364,-
chr1,46675164,46719114,-
chr1,46675164,46719114,-
chr1,47250138,47310319,-
chr1,47333913,47377780,+
chr1,47333808,47378839,+
chr1,48727866,48776891,-
chr1,50441275,50960267,-
chr1,51236338,51273256,+
chr1,51355236,51519266,-
chr1,51729856,51788464,+
chr1,51729824,51788464,+
chr1,51729856,51788464,+
chr1,51729856,51788464,+
chr1,51729856,51788464,+
chr1,51789209,51878723,-
chr1,51789209,51878723,-
chr1,51789209,51878723,-
chr1,51789209,51878723,-
chr1,51789209,51878352,-
chr1,51918250,51990700,-
chr1,52020130,52055176,-
chr1,52056320,52088418,+
chr1,52056320,52088418,+
chr1,52059832,52087155,+
chr1,52141921,52346634,+
chr1,52142088,52346634,+
chr1,52352537,52366156,-
chr1,52372830,52404423,-
chr1,52404619,52417022,+
chr1,52404601,52418232,+
chr1,52404619,52417022,+
chr1,52423274,52436793,-
chr1,52423274,52553092,-
chr1,52602399,52609051,+
chr1,52687561,52698347,-
chr1,52726466,52827336,+
chr1,52927285,53051610,+
chr1,53196812,53214197,+
chr1,53214098,53220634,-
chr1,53226925,53238518,-
chr1,53226925,53238518,-
chr1,53242363,53274346,-
chr1,53245544,53328096,-
chr1,53245544,53328096,-
chr1,53245544,53328096,-
chr1,53765477,53838296,-
chr1,53765477,53838296,-
chr1,53851732,53889789,-
chr1,53851732,53889789,-
chr1,53851732,53889789,-
chr1,53851732,53889789,-
chr1,53921560,53945699,-
chr1,53946357,53968168,+
chr1,53946357,53968168,+
chr1,53946357,53968168,+
chr1,54031662,54053412,-
chr1,54031675,54053412,-
chr1,54032018,54053412,-
chr1,54053586,54100224,+
chr1,54169650,54200010,-
chr1,54200195,54218381,+
chr1,54225432,54406419,-
chr1,54225432,54406419,-
chr1,54226518,54406419,-
chr1,54715867,54742308,+
chr1,54756897,54764523,-
chr1,54849632,54887195,-
chr1,54849632,54887195,-
chr1,54849632,54887195,-
chr1,55039547,55064852,+
chr1,55068142,55215364,-
chr1,56482211,56579392,-
chr1,56997228,57424057,-
chr1,58480718,58546708,-
chr1,58654742,58695157,-
chr1,59814931,59876322,+
chr1,59990393,60073736,-
chr1,61681047,61725120,-
chr1,62194848,62211550,+
chr1,62436681,62451802,+
chr1,62455009,62688386,-
chr1,62455012,62688386,-
chr1,62784134,62865155,+
chr1,63320883,63323758,-
chr1,63320885,63321661,-
chr1,63320885,63321959,-
chr1,63320885,63321661,-
chr1,63320885,63321661,-
chr1,63320885,63322453,-
chr1,63367649,63437182,+
chr1,63440368,63523209,-
chr1,63440772,63523209,-
chr1,63440772,63523400,-
chr1,63449302,63523209,-
chr1,63593410,63660245,+
chr1,64470128,64693053,+
chr1,64745094,64833232,+
chr1,64833228,64966448,-
chr1,65147395,65232145,+
chr1,65147548,65227220,+
chr1,65147988,65232145,+
chr1,65148202,65227496,+
chr1,65148202,65227496,+
chr1,65149001,65232145,+
chr1,65420651,65436007,+
chr1,66332471,66374574,+
